"タグID","タグ名","タググループ名","カテゴリID","カテゴリ名","カテゴリパス"
"558","フットベッドサンダル","タイプ","4108","スリッポン","レディースファッション/靴・シューズ"
"559","厚底","ヒールタイプ","4108","スリッポン","レディースファッション/靴・シューズ"
"587","スポーツサンダル","タイプ","4108","スリッポン","レディースファッション/靴・シューズ"
"588","シャワーサンダル","タイプ","4108","スリッポン","レディースファッション/靴・シューズ"
"659","ビーチサンダル","タイプ","4108","スリッポン","レディースファッション/靴・シューズ"
"682","オフィススタイル","スタイル","4108","スリッポン","レディースファッション/靴・シューズ"
"704","サボ","タイプ","4108","スリッポン","レディースファッション/靴・シューズ"
"709","エレガントスタイル","スタイル","4108","スリッポン","レディースファッション/靴・シューズ"
"710","カジュアルスタイル","スタイル","4108","スリッポン","レディースファッション/靴・シューズ"
"712","シューティ","タイプ","4108","スリッポン","レディースファッション/靴・シューズ"
"713","スリッパ","タイプ","4108","スリッポン","レディースファッション/靴・シューズ"
"734","チャンキーヒール","ヒールタイプ","4108","スリッポン","レディースファッション/靴・シューズ"
"757","ミュール","タイプ","4108","スリッポン","レディースファッション/靴・シューズ"
"758","バブーシュ","タイプ","4108","スリッポン","レディースファッション/靴・シューズ"
"848","フォーマルスタイル","スタイル","4108","スリッポン","レディースファッション/靴・シューズ"
"2279","メリージェーン","タイプ","4108","スリッポン","レディースファッション/靴・シューズ"
"3","エスパドリーユ","タイプ","4109","ローファー・オックスフォード","レディースファッション/靴・シューズ"
"184","インヒール","ヒールタイプ","4109","ローファー・オックスフォード","レディースファッション/靴・シューズ"
"187","ウエッジ","ヒールタイプ","4109","ローファー・オックスフォード","レディースファッション/靴・シューズ"
"189","オープントゥ","トゥタイプ","4109","ローファー・オックスフォード","レディースファッション/靴・シューズ"
"193","スクウェアトゥ","トゥタイプ","4109","ローファー・オックスフォード","レディースファッション/靴・シューズ"
"202","プラットフォーム","ヒールタイプ","4109","ローファー・オックスフォード","レディースファッション/靴・シューズ"
"203","プレーントゥ","トゥタイプ","4109","ローファー・オックスフォード","レディースファッション/靴・シューズ"
"204","ポインテッドトゥ","トゥタイプ","4109","ローファー・オックスフォード","レディースファッション/靴・シューズ"
"206","0～3cm","ヒール高さ","4109","ローファー・オックスフォード","レディースファッション/靴・シューズ"
"207","モカシン","タイプ","4109","ローファー・オックスフォード","レディースファッション/靴・シューズ"
"208","モンク","タイプ","4109","ローファー・オックスフォード","レディースファッション/靴・シューズ"
"209","ラウンドトゥ","トゥタイプ","4109","ローファー・オックスフォード","レディースファッション/靴・シューズ"
"210","ラバーソール","ヒールタイプ","4109","ローファー・オックスフォード","レディースファッション/靴・シューズ"
"211","レースアップ","タイプ","4109","ローファー・オックスフォード","レディースファッション/靴・シューズ"
"212","3～5cm","ヒール高さ","4109","ローファー・オックスフォード","レディースファッション/靴・シューズ"
"514","5～7cm","ヒール高さ","4109","ローファー・オックスフォード","レディースファッション/靴・シューズ"
"515","7～9cm","ヒール高さ","4109","ローファー・オックスフォード","レディースファッション/靴・シューズ"
"516","10cm以上","ヒール高さ","4109","ローファー・オックスフォード","レディースファッション/靴・シューズ"
"517","ピンヒール","ヒールタイプ","4109","ローファー・オックスフォード","レディースファッション/靴・シューズ"
"518","太めヒール","ヒールタイプ","4109","ローファー・オックスフォード","レディースファッション/靴・シューズ"
"537","パーティースタイル","スタイル","4109","ローファー・オックスフォード","レディースファッション/靴・シューズ"
"558","フットベッドサンダル","タイプ","4109","ローファー・オックスフォード","レディースファッション/靴・シューズ"
"559","厚底","ヒールタイプ","4109","ローファー・オックスフォード","レディースファッション/靴・シューズ"
"587","スポーツサンダル","タイプ","4109","ローファー・オックスフォード","レディースファッション/靴・シューズ"
"588","シャワーサンダル","タイプ","4109","ローファー・オックスフォード","レディースファッション/靴・シューズ"
"659","ビーチサンダル","タイプ","4109","ローファー・オックスフォード","レディースファッション/靴・シューズ"
"682","オフィススタイル","スタイル","4109","ローファー・オックスフォード","レディースファッション/靴・シューズ"
"704","サボ","タイプ","4109","ローファー・オックスフォード","レディースファッション/靴・シューズ"
"709","エレガントスタイル","スタイル","4109","ローファー・オックスフォード","レディースファッション/靴・シューズ"
"710","カジュアルスタイル","スタイル","4109","ローファー・オックスフォード","レディースファッション/靴・シューズ"
"712","シューティ","タイプ","4109","ローファー・オックスフォード","レディースファッション/靴・シューズ"
"713","スリッパ","タイプ","4109","ローファー・オックスフォード","レディースファッション/靴・シューズ"
"734","チャンキーヒール","ヒールタイプ","4109","ローファー・オックスフォード","レディースファッション/靴・シューズ"
"757","ミュール","タイプ","4109","ローファー・オックスフォード","レディースファッション/靴・シューズ"
"758","バブーシュ","タイプ","4109","ローファー・オックスフォード","レディースファッション/靴・シューズ"
"848","フォーマルスタイル","スタイル","4109","ローファー・オックスフォード","レディースファッション/靴・シューズ"
"2279","メリージェーン","タイプ","4109","ローファー・オックスフォード","レディースファッション/靴・シューズ"
"3","エスパドリーユ","タイプ","4110","バレエシューズ","レディースファッション/靴・シューズ"
"207","モカシン","タイプ","4110","バレエシューズ","レディースファッション/靴・シューズ"
"208","モンク","タイプ","4110","バレエシューズ","レディースファッション/靴・シューズ"
"211","レースアップ","タイプ","4110","バレエシューズ","レディースファッション/靴・シューズ"
"558","フットベッドサンダル","タイプ","4110","バレエシューズ","レディースファッション/靴・シューズ"
"587","スポーツサンダル","タイプ","4110","バレエシューズ","レディースファッション/靴・シューズ"
"588","シャワーサンダル","タイプ","4110","バレエシューズ","レディースファッション/靴・シューズ"
"659","ビーチサンダル","タイプ","4110","バレエシューズ","レディースファッション/靴・シューズ"
"704","サボ","タイプ","4110","バレエシューズ","レディースファッション/靴・シューズ"
"712","シューティ","タイプ","4110","バレエシューズ","レディースファッション/靴・シューズ"
"713","スリッパ","タイプ","4110","バレエシューズ","レディースファッション/靴・シューズ"
"757","ミュール","タイプ","4110","バレエシューズ","レディースファッション/靴・シューズ"
"758","バブーシュ","タイプ","4110","バレエシューズ","レディースファッション/靴・シューズ"
"2279","メリージェーン","タイプ","4110","バレエシューズ","レディースファッション/靴・シューズ"
"184","インヒール","ヒールタイプ","4111","レインシューズ","レディースファッション/靴・シューズ"
"187","ウエッジ","ヒールタイプ","4111","レインシューズ","レディースファッション/靴・シューズ"
"189","オープントゥ","トゥタイプ","4111","レインシューズ","レディースファッション/靴・シューズ"
"193","スクウェアトゥ","トゥタイプ","4111","レインシューズ","レディースファッション/靴・シューズ"
"202","プラットフォーム","ヒールタイプ","4111","レインシューズ","レディースファッション/靴・シューズ"
"203","プレーントゥ","トゥタイプ","4111","レインシューズ","レディースファッション/靴・シューズ"
"204","ポインテッドトゥ","トゥタイプ","4111","レインシューズ","レディースファッション/靴・シューズ"
"206","0～3cm","ヒール高さ","4111","レインシューズ","レディースファッション/靴・シューズ"
"209","ラウンドトゥ","トゥタイプ","4111","レインシューズ","レディースファッション/靴・シューズ"
"210","ラバーソール","ヒールタイプ","4111","レインシューズ","レディースファッション/靴・シューズ"
"212","3～5cm","ヒール高さ","4111","レインシューズ","レディースファッション/靴・シューズ"
"514","5～7cm","ヒール高さ","4111","レインシューズ","レディースファッション/靴・シューズ"
"515","7～9cm","ヒール高さ","4111","レインシューズ","レディースファッション/靴・シューズ"
"516","10cm以上","ヒール高さ","4111","レインシューズ","レディースファッション/靴・シューズ"
"517","ピンヒール","ヒールタイプ","4111","レインシューズ","レディースファッション/靴・シューズ"
"518","太めヒール","ヒールタイプ","4111","レインシューズ","レディースファッション/靴・シューズ"
"559","厚底","ヒールタイプ","4111","レインシューズ","レディースファッション/靴・シューズ"
"734","チャンキーヒール","ヒールタイプ","4111","レインシューズ","レディースファッション/靴・シューズ"
"183","アンクルブーツ","タイプ","4112","ミドルブーツ","レディースファッション/ブーツ"
"186","ウェスタンブーツ","タイプ","4112","ミドルブーツ","レディースファッション/ブーツ"
"188","エンジニアブーツ","タイプ","4112","ミドルブーツ","レディースファッション/ブーツ"
"189","オープントゥ","トゥタイプ","4112","ミドルブーツ","レディースファッション/ブーツ"
"193","スクウェアトゥ","トゥタイプ","4112","ミドルブーツ","レディースファッション/ブーツ"
"201","ブーティー","タイプ","4112","ミドルブーツ","レディースファッション/ブーツ"
"203","プレーントゥ","トゥタイプ","4112","ミドルブーツ","レディースファッション/ブーツ"
"204","ポインテッドトゥ","トゥタイプ","4112","ミドルブーツ","レディースファッション/ブーツ"
"205","マウンテンブーツ","タイプ","4112","ミドルブーツ","レディースファッション/ブーツ"
"209","ラウンドトゥ","トゥタイプ","4112","ミドルブーツ","レディースファッション/ブーツ"
"211","レースアップ","タイプ","4112","ミドルブーツ","レディースファッション/ブーツ"
"497","ニーハイブーツ","タイプ","4112","ミドルブーツ","レディースファッション/ブーツ"
"537","パーティースタイル","スタイル","4112","ミドルブーツ","レディースファッション/ブーツ"
"542","サイドゴアブーツ(チェルシーブーツ)","タイプ","4112","ミドルブーツ","レディースファッション/ブーツ"
"682","オフィススタイル","スタイル","4112","ミドルブーツ","レディースファッション/ブーツ"
"709","エレガントスタイル","スタイル","4112","ミドルブーツ","レディースファッション/ブーツ"
"710","カジュアルスタイル","スタイル","4112","ミドルブーツ","レディースファッション/ブーツ"
"848","フォーマルスタイル","スタイル","4112","ミドルブーツ","レディースファッション/ブーツ"
"2226","サイハイブーツ","タイプ","4112","ミドルブーツ","レディースファッション/ブーツ"
"560","定期・名刺入れ","タイプ","4113","パスケース","レディースファッション/財布・小物"
"561","パスポートケース","タイプ","4113","パスケース","レディースファッション/財布・小物"
"759","二つ折り","タイプ","4113","パスケース","レディースファッション/財布・小物"
"760","三つ折り","タイプ","4113","パスケース","レディースファッション/財布・小物"
"761","ラウンドジップ(ファスナー)","タイプ","4113","パスケース","レディースファッション/財布・小物"
"846","ミニ財布","タイプ","4113","パスケース","レディースファッション/財布・小物"
"847","チェーンウォレット","タイプ","4113","パスケース","レディースファッション/財布・小物"
"2158","フラグメントケース","タイプ","4113","パスケース","レディースファッション/財布・小物"
"68","つば広帽","タイプ","4116","ハット","レディースファッション/帽子"
"703","カンカン帽","タイプ","4116","ハット","レディースファッション/帽子"
"717","中折れ帽","タイプ","4116","ハット","レディースファッション/帽子"
"718","バケットハット","タイプ","4116","ハット","レディースファッション/帽子"
"68","つば広帽","タイプ","4118","ストローハット","レディースファッション/帽子"
"703","カンカン帽","タイプ","4118","ストローハット","レディースファッション/帽子"
"717","中折れ帽","タイプ","4118","ストローハット","レディースファッション/帽子"
"718","バケットハット","タイプ","4118","ストローハット","レディースファッション/帽子"
"68","つば広帽","タイプ","4122","帽子・その他","レディースファッション/帽子"
"703","カンカン帽","タイプ","4122","帽子・その他","レディースファッション/帽子"
"717","中折れ帽","タイプ","4122","帽子・その他","レディースファッション/帽子"
"718","バケットハット","タイプ","4122","帽子・その他","レディースファッション/帽子"
"282","ウール","素材","4123","イヤーマフ","レディースファッション/ファッション雑貨・小物"
"283","エナメル","素材","4123","イヤーマフ","レディースファッション/ファッション雑貨・小物"
"288","カシミヤ","素材","4123","イヤーマフ","レディースファッション/ファッション雑貨・小物"
"293","コーデュロイ","素材","4123","イヤーマフ","レディースファッション/ファッション雑貨・小物"
"303","シルク","素材","4123","イヤーマフ","レディースファッション/ファッション雑貨・小物"
"305","スウェット","素材","4123","イヤーマフ","レディースファッション/ファッション雑貨・小物"
"306","スエード","素材","4123","イヤーマフ","レディースファッション/ファッション雑貨・小物"
"309","ダンガリー","素材","4123","イヤーマフ","レディースファッション/ファッション雑貨・小物"
"311","ツイード","素材","4123","イヤーマフ","レディースファッション/ファッション雑貨・小物"
"312","ナイロン","素材","4123","イヤーマフ","レディースファッション/ファッション雑貨・小物"
"337","リネン（麻）","素材","4123","イヤーマフ","レディースファッション/ファッション雑貨・小物"
"506","レザー（本革）","素材","4123","イヤーマフ","レディースファッション/ファッション雑貨・小物"
"507","フェイクレザー","素材","4123","イヤーマフ","レディースファッション/ファッション雑貨・小物"
"508","コットン","素材","4123","イヤーマフ","レディースファッション/ファッション雑貨・小物"
"537","パーティースタイル","スタイル","4123","イヤーマフ","レディースファッション/ファッション雑貨・小物"
"544","アンゴラ","素材","4123","イヤーマフ","レディースファッション/ファッション雑貨・小物"
"586","デニム","素材","4123","イヤーマフ","レディースファッション/ファッション雑貨・小物"
"682","オフィススタイル","スタイル","4123","イヤーマフ","レディースファッション/ファッション雑貨・小物"
"709","エレガントスタイル","スタイル","4123","イヤーマフ","レディースファッション/ファッション雑貨・小物"
"710","カジュアルスタイル","スタイル","4123","イヤーマフ","レディースファッション/ファッション雑貨・小物"
"848","フォーマルスタイル","スタイル","4123","イヤーマフ","レディースファッション/ファッション雑貨・小物"
"1016","エコファー","素材","4123","イヤーマフ","レディースファッション/ファッション雑貨・小物"
"1018","シアリング","素材","4123","イヤーマフ","レディースファッション/ファッション雑貨・小物"
"282","ウール","素材","4124","ハンカチ","レディースファッション/ファッション雑貨・小物"
"283","エナメル","素材","4124","ハンカチ","レディースファッション/ファッション雑貨・小物"
"288","カシミヤ","素材","4124","ハンカチ","レディースファッション/ファッション雑貨・小物"
"293","コーデュロイ","素材","4124","ハンカチ","レディースファッション/ファッション雑貨・小物"
"303","シルク","素材","4124","ハンカチ","レディースファッション/ファッション雑貨・小物"
"305","スウェット","素材","4124","ハンカチ","レディースファッション/ファッション雑貨・小物"
"306","スエード","素材","4124","ハンカチ","レディースファッション/ファッション雑貨・小物"
"309","ダンガリー","素材","4124","ハンカチ","レディースファッション/ファッション雑貨・小物"
"311","ツイード","素材","4124","ハンカチ","レディースファッション/ファッション雑貨・小物"
"312","ナイロン","素材","4124","ハンカチ","レディースファッション/ファッション雑貨・小物"
"337","リネン（麻）","素材","4124","ハンカチ","レディースファッション/ファッション雑貨・小物"
"506","レザー（本革）","素材","4124","ハンカチ","レディースファッション/ファッション雑貨・小物"
"507","フェイクレザー","素材","4124","ハンカチ","レディースファッション/ファッション雑貨・小物"
"508","コットン","素材","4124","ハンカチ","レディースファッション/ファッション雑貨・小物"
"544","アンゴラ","素材","4124","ハンカチ","レディースファッション/ファッション雑貨・小物"
"586","デニム","素材","4124","ハンカチ","レディースファッション/ファッション雑貨・小物"
"1016","エコファー","素材","4124","ハンカチ","レディースファッション/ファッション雑貨・小物"
"1018","シアリング","素材","4124","ハンカチ","レディースファッション/ファッション雑貨・小物"
"369","オフショルダー","タイプ","4133","ビキニ","レディースファッション/水着・ビーチグッズ"
"386","ハイウエスト","タイプ","4133","ビキニ","レディースファッション/水着・ビーチグッズ"
"532","バンドゥ","タイプ","4133","ビキニ","レディースファッション/水着・ビーチグッズ"
"534","ホルター","タイプ","4133","ビキニ","レディースファッション/水着・ビーチグッズ"
"657","ブラジリアン","タイプ","4133","ビキニ","レディースファッション/水着・ビーチグッズ"
"751","ハイネック","タイプ","4133","ビキニ","レディースファッション/水着・ビーチグッズ"
"752","クロシェ","タイプ","4133","ビキニ","レディースファッション/水着・ビーチグッズ"
"754","レースアップ","タイプ","4133","ビキニ","レディースファッション/水着・ビーチグッズ"
"755","フリル","タイプ","4133","ビキニ","レディースファッション/水着・ビーチグッズ"
"1095","ワンショルダー","タイプ","4133","ビキニ","レディースファッション/水着・ビーチグッズ"
"369","オフショルダー","タイプ","4134","ワンピース水着","レディースファッション/水着・ビーチグッズ"
"386","ハイウエスト","タイプ","4134","ワンピース水着","レディースファッション/水着・ビーチグッズ"
"532","バンドゥ","タイプ","4134","ワンピース水着","レディースファッション/水着・ビーチグッズ"
"534","ホルター","タイプ","4134","ワンピース水着","レディースファッション/水着・ビーチグッズ"
"657","ブラジリアン","タイプ","4134","ワンピース水着","レディースファッション/水着・ビーチグッズ"
"751","ハイネック","タイプ","4134","ワンピース水着","レディースファッション/水着・ビーチグッズ"
"752","クロシェ","タイプ","4134","ワンピース水着","レディースファッション/水着・ビーチグッズ"
"754","レースアップ","タイプ","4134","ワンピース水着","レディースファッション/水着・ビーチグッズ"
"755","フリル","タイプ","4134","ワンピース水着","レディースファッション/水着・ビーチグッズ"
"1095","ワンショルダー","タイプ","4134","ワンピース水着","レディースファッション/水着・ビーチグッズ"
"369","オフショルダー","タイプ","4135","タンキニ","レディースファッション/水着・ビーチグッズ"
"386","ハイウエスト","タイプ","4135","タンキニ","レディースファッション/水着・ビーチグッズ"
"532","バンドゥ","タイプ","4135","タンキニ","レディースファッション/水着・ビーチグッズ"
"534","ホルター","タイプ","4135","タンキニ","レディースファッション/水着・ビーチグッズ"
"657","ブラジリアン","タイプ","4135","タンキニ","レディースファッション/水着・ビーチグッズ"
"751","ハイネック","タイプ","4135","タンキニ","レディースファッション/水着・ビーチグッズ"
"752","クロシェ","タイプ","4135","タンキニ","レディースファッション/水着・ビーチグッズ"
"754","レースアップ","タイプ","4135","タンキニ","レディースファッション/水着・ビーチグッズ"
"755","フリル","タイプ","4135","タンキニ","レディースファッション/水着・ビーチグッズ"
"1095","ワンショルダー","タイプ","4135","タンキニ","レディースファッション/水着・ビーチグッズ"
"369","オフショルダー","タイプ","4140","水着・ビーチグッズその他","レディースファッション/水着・ビーチグッズ"
"386","ハイウエスト","タイプ","4140","水着・ビーチグッズその他","レディースファッション/水着・ビーチグッズ"
"532","バンドゥ","タイプ","4140","水着・ビーチグッズその他","レディースファッション/水着・ビーチグッズ"
"534","ホルター","タイプ","4140","水着・ビーチグッズその他","レディースファッション/水着・ビーチグッズ"
"657","ブラジリアン","タイプ","4140","水着・ビーチグッズその他","レディースファッション/水着・ビーチグッズ"
"658","カバーアップ","アイテム","4140","水着・ビーチグッズその他","レディースファッション/水着・ビーチグッズ"
"751","ハイネック","タイプ","4140","水着・ビーチグッズその他","レディースファッション/水着・ビーチグッズ"
"752","クロシェ","タイプ","4140","水着・ビーチグッズその他","レディースファッション/水着・ビーチグッズ"
"754","レースアップ","タイプ","4140","水着・ビーチグッズその他","レディースファッション/水着・ビーチグッズ"
"755","フリル","タイプ","4140","水着・ビーチグッズその他","レディースファッション/水着・ビーチグッズ"
"1095","ワンショルダー","タイプ","4140","水着・ビーチグッズその他","レディースファッション/水着・ビーチグッズ"
"41","バングル","タイプ","4152","イヤリング","レディースファッション/アクセサリー"
"72","コスチュームジュエリー","タイプ","4152","イヤリング","レディースファッション/アクセサリー"
"74","カチューム","タイプ","4152","イヤリング","レディースファッション/アクセサリー"
"75","バレッタ","タイプ","4152","イヤリング","レディースファッション/アクセサリー"
"76","シュシュ","タイプ","4152","イヤリング","レディースファッション/アクセサリー"
"342","星","タイプ","4152","イヤリング","レディースファッション/アクセサリー"
"343","イニシャル","タイプ","4152","イヤリング","レディースファッション/アクセサリー"
"344","クローバー","タイプ","4152","イヤリング","レディースファッション/アクセサリー"
"345","クロス","タイプ","4152","イヤリング","レディースファッション/アクセサリー"
"346","コイン","タイプ","4152","イヤリング","レディースファッション/アクセサリー"
"347","動物","タイプ","4152","イヤリング","レディースファッション/アクセサリー"
"348","花","タイプ","4152","イヤリング","レディースファッション/アクセサリー"
"352","ロザリオ","タイプ","4152","イヤリング","レディースファッション/アクセサリー"
"506","レザー（本革）","素材","4152","イヤリング","レディースファッション/アクセサリー"
"537","パーティースタイル","スタイル","4152","イヤリング","レディースファッション/アクセサリー"
"621","シルバー","素材","4152","イヤリング","レディースファッション/アクセサリー"
"622","プラチナ","素材","4152","イヤリング","レディースファッション/アクセサリー"
"623","真鍮","素材","4152","イヤリング","レディースファッション/アクセサリー"
"624","10K（10金）","素材","4152","イヤリング","レディースファッション/アクセサリー"
"625","18K（18金）","素材","4152","イヤリング","レディースファッション/アクセサリー"
"626","22K（22金）","素材","4152","イヤリング","レディースファッション/アクセサリー"
"642","ファインジュエリー","タイプ","4152","イヤリング","レディースファッション/アクセサリー"
"670","花冠","タイプ","4152","イヤリング","レディースファッション/アクセサリー"
"682","オフィススタイル","スタイル","4152","イヤリング","レディースファッション/アクセサリー"
"695","14K（14金）","素材","4152","イヤリング","レディースファッション/アクセサリー"
"709","エレガントスタイル","スタイル","4152","イヤリング","レディースファッション/アクセサリー"
"710","カジュアルスタイル","スタイル","4152","イヤリング","レディースファッション/アクセサリー"
"747","ピンキーリング","タイプ","4152","イヤリング","レディースファッション/アクセサリー"
"848","フォーマルスタイル","スタイル","4152","イヤリング","レディースファッション/アクセサリー"
"1960","イヤーカフ","タイプ","4152","イヤリング","レディースファッション/アクセサリー"
"16","ケーブルニット","タイプ","4201","ベスト・ジレ","メンズファッション/トップス"
"43","プルオーバー","タイプ","4201","ベスト・ジレ","メンズファッション/トップス"
"52","ボタンダウン","タイプ","4201","ベスト・ジレ","メンズファッション/トップス"
"387","ハイゲージ","タイプ","4201","ベスト・ジレ","メンズファッション/トップス"
"412","ローゲージ","タイプ","4201","ベスト・ジレ","メンズファッション/トップス"
"681","バンドカラーシャツ","タイプ","4201","ベスト・ジレ","メンズファッション/トップス"
"738","袖ロゴ","タイプ","4201","ベスト・ジレ","メンズファッション/トップス"
"797","アロハシャツ","タイプ","4201","ベスト・ジレ","メンズファッション/トップス"
"802","パックT","タイプ","4201","ベスト・ジレ","メンズファッション/トップス"
"1020","ラガーシャツ","タイプ","4201","ベスト・ジレ","メンズファッション/トップス"
"1088","フィッシングベスト","タイプ","4201","ベスト・ジレ","メンズファッション/トップス"
"2496","ジップアップパーカー","タイプ","4201","ベスト・ジレ","メンズファッション/トップス"
"68","つば広帽","タイプ","4207","ハット","メンズファッション/帽子"
"703","カンカン帽","タイプ","4207","ハット","メンズファッション/帽子"
"717","中折れ帽","タイプ","4207","ハット","メンズファッション/帽子"
"718","バケットハット","タイプ","4207","ハット","メンズファッション/帽子"
"68","つば広帽","タイプ","4209","ストローハット","メンズファッション/帽子"
"703","カンカン帽","タイプ","4209","ストローハット","メンズファッション/帽子"
"717","中折れ帽","タイプ","4209","ストローハット","メンズファッション/帽子"
"718","バケットハット","タイプ","4209","ストローハット","メンズファッション/帽子"
"68","つば広帽","タイプ","4214","帽子その他","メンズファッション/帽子"
"703","カンカン帽","タイプ","4214","帽子その他","メンズファッション/帽子"
"717","中折れ帽","タイプ","4214","帽子その他","メンズファッション/帽子"
"718","バケットハット","タイプ","4214","帽子その他","メンズファッション/帽子"
"282","ウール","素材","4215","ハンカチ","メンズファッション/ファッション雑貨・小物"
"283","エナメル","素材","4215","ハンカチ","メンズファッション/ファッション雑貨・小物"
"288","カシミヤ","素材","4215","ハンカチ","メンズファッション/ファッション雑貨・小物"
"293","コーデュロイ","素材","4215","ハンカチ","メンズファッション/ファッション雑貨・小物"
"303","シルク","素材","4215","ハンカチ","メンズファッション/ファッション雑貨・小物"
"305","スウェット","素材","4215","ハンカチ","メンズファッション/ファッション雑貨・小物"
"306","スエード","素材","4215","ハンカチ","メンズファッション/ファッション雑貨・小物"
"309","ダンガリー","素材","4215","ハンカチ","メンズファッション/ファッション雑貨・小物"
"311","ツイード","素材","4215","ハンカチ","メンズファッション/ファッション雑貨・小物"
"312","ナイロン","素材","4215","ハンカチ","メンズファッション/ファッション雑貨・小物"
"337","リネン（麻）","素材","4215","ハンカチ","メンズファッション/ファッション雑貨・小物"
"506","レザー（本革）","素材","4215","ハンカチ","メンズファッション/ファッション雑貨・小物"
"507","フェイクレザー","素材","4215","ハンカチ","メンズファッション/ファッション雑貨・小物"
"508","コットン","素材","4215","ハンカチ","メンズファッション/ファッション雑貨・小物"
"544","アンゴラ","素材","4215","ハンカチ","メンズファッション/ファッション雑貨・小物"
"586","デニム","素材","4215","ハンカチ","メンズファッション/ファッション雑貨・小物"
"1016","エコファー","素材","4215","ハンカチ","メンズファッション/ファッション雑貨・小物"
"1018","シアリング","素材","4215","ハンカチ","メンズファッション/ファッション雑貨・小物"
"282","ウール","素材","4216","靴下・ソックス","メンズファッション/ファッション雑貨・小物"
"283","エナメル","素材","4216","靴下・ソックス","メンズファッション/ファッション雑貨・小物"
"288","カシミヤ","素材","4216","靴下・ソックス","メンズファッション/ファッション雑貨・小物"
"293","コーデュロイ","素材","4216","靴下・ソックス","メンズファッション/ファッション雑貨・小物"
"303","シルク","素材","4216","靴下・ソックス","メンズファッション/ファッション雑貨・小物"
"305","スウェット","素材","4216","靴下・ソックス","メンズファッション/ファッション雑貨・小物"
"306","スエード","素材","4216","靴下・ソックス","メンズファッション/ファッション雑貨・小物"
"309","ダンガリー","素材","4216","靴下・ソックス","メンズファッション/ファッション雑貨・小物"
"311","ツイード","素材","4216","靴下・ソックス","メンズファッション/ファッション雑貨・小物"
"312","ナイロン","素材","4216","靴下・ソックス","メンズファッション/ファッション雑貨・小物"
"337","リネン（麻）","素材","4216","靴下・ソックス","メンズファッション/ファッション雑貨・小物"
"506","レザー（本革）","素材","4216","靴下・ソックス","メンズファッション/ファッション雑貨・小物"
"507","フェイクレザー","素材","4216","靴下・ソックス","メンズファッション/ファッション雑貨・小物"
"508","コットン","素材","4216","靴下・ソックス","メンズファッション/ファッション雑貨・小物"
"544","アンゴラ","素材","4216","靴下・ソックス","メンズファッション/ファッション雑貨・小物"
"586","デニム","素材","4216","靴下・ソックス","メンズファッション/ファッション雑貨・小物"
"1016","エコファー","素材","4216","靴下・ソックス","メンズファッション/ファッション雑貨・小物"
"1018","シアリング","素材","4216","靴下・ソックス","メンズファッション/ファッション雑貨・小物"
"282","ウール","素材","4235","ストール","メンズファッション/ファッション雑貨・小物"
"283","エナメル","素材","4235","ストール","メンズファッション/ファッション雑貨・小物"
"288","カシミヤ","素材","4235","ストール","メンズファッション/ファッション雑貨・小物"
"293","コーデュロイ","素材","4235","ストール","メンズファッション/ファッション雑貨・小物"
"303","シルク","素材","4235","ストール","メンズファッション/ファッション雑貨・小物"
"305","スウェット","素材","4235","ストール","メンズファッション/ファッション雑貨・小物"
"306","スエード","素材","4235","ストール","メンズファッション/ファッション雑貨・小物"
"309","ダンガリー","素材","4235","ストール","メンズファッション/ファッション雑貨・小物"
"311","ツイード","素材","4235","ストール","メンズファッション/ファッション雑貨・小物"
"312","ナイロン","素材","4235","ストール","メンズファッション/ファッション雑貨・小物"
"337","リネン（麻）","素材","4235","ストール","メンズファッション/ファッション雑貨・小物"
"506","レザー（本革）","素材","4235","ストール","メンズファッション/ファッション雑貨・小物"
"507","フェイクレザー","素材","4235","ストール","メンズファッション/ファッション雑貨・小物"
"508","コットン","素材","4235","ストール","メンズファッション/ファッション雑貨・小物"
"544","アンゴラ","素材","4235","ストール","メンズファッション/ファッション雑貨・小物"
"586","デニム","素材","4235","ストール","メンズファッション/ファッション雑貨・小物"
"1016","エコファー","素材","4235","ストール","メンズファッション/ファッション雑貨・小物"
"1018","シアリング","素材","4235","ストール","メンズファッション/ファッション雑貨・小物"
"567","まつげ美容液","アイテム","4301","アイブロウ","ビューティー/メイクアップ"
"590","マスカラ","アイテム","4301","アイブロウ","ビューティー/メイクアップ"
"573","オイル","アイテム","4309","ハンドケア","ビューティー/ボディ・ハンド・フットケア"
"574","スクラブ","アイテム","4309","ハンドケア","ビューティー/ボディ・ハンド・フットケア"
"577","デオドラント","アイテム","4309","ハンドケア","ビューティー/ボディ・ハンド・フットケア"
"720","石鹸","アイテム","4309","ハンドケア","ビューティー/ボディ・ハンド・フットケア"
"573","オイル","アイテム","4310","ボディケア","ビューティー/ボディ・ハンド・フットケア"
"574","スクラブ","アイテム","4310","ボディケア","ビューティー/ボディ・ハンド・フットケア"
"577","デオドラント","アイテム","4310","ボディケア","ビューティー/ボディ・ハンド・フットケア"
"720","石鹸","アイテム","4310","ボディケア","ビューティー/ボディ・ハンド・フットケア"
"573","オイル","アイテム","4312","フットケア","ビューティー/ボディ・ハンド・フットケア"
"574","スクラブ","アイテム","4312","フットケア","ビューティー/ボディ・ハンド・フットケア"
"577","デオドラント","アイテム","4312","フットケア","ビューティー/ボディ・ハンド・フットケア"
"720","石鹸","アイテム","4312","フットケア","ビューティー/ボディ・ハンド・フットケア"
